plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date,issue_year,issue_month,issue_day,issue_dayofweek,issue_quarter,is_weekend,total_charges,net_paid,unpaid_balance_ratio,high_fine_flag,county_encoded,state_encoded,license_type_encoded,issuing_agency_encoded,violation_status_encoded
LRR9338,NY,PAS,4939200474,2025-03-06,12:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
T765682C,NY,OMT,5701178833,2024-11-13,02:01P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,6,7,6
LLW6227,NY,PAS,4939778058,2025-03-11,11:31A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
MTB1759,PA,PAS,4939200607,2025-03-06,12:55P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,19,8,1,6
LHZ3404,NY,PAS,2023545365,2025-04-15,08:11A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,047,Bronx,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,0,17,8,0,6
KDJ5758,NY,PAS,2023553040,2025-04-10,12:08P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,020,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,10,3,2,0,65.0,65.0,0.0,1,2,17,8,0,6
GXR5993,NY,PAS,2023553131,2025-04-11,09:24A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,020,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,17,8,0,6
KWG2144,NY,PAS,4939200449,2025-03-06,12:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
GYT8207,NY,PAS,2023553246,2025-04-11,12:20P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,020,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,17,8,0,6
HGZ4303,NY,PAS,4939778230,2025-03-11,11:33A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
HTZ3628,NY,PAS,4939200840,2025-03-06,12:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
JPR2277,NY,PAS,4966010846,2025-09-24,02:48P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,0,17,8,1,6
L88SSW,NJ,PAS,4965841438,2025-09-23,04:43P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,23,1,3,0,75.0,75.0,0.0,0,2,16,8,1,6
T104441C,NY,OMT,4937746996,2025-02-20,03:34P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,1.73,0.13,76.6,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-05-22,2025,2,20,3,1,0,76.73,76.47,0.0,0,1,17,6,1,6
LDR2329,NY,PAS,4941176868,2025-03-22,05:27P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,22,5,1,1,50.0,50.0,0.0,0,0,17,8,1,6
JPF4075,NY,PAS,8571788881,2024-11-14,04:53P,DOUBLE PARKING,115.0,0.0,0.0,0.0,115.0,0.0,068,Brooklyn,TRAFFIC,UNKNOWN,,2024,11,14,3,4,0,115.0,115.0,0.0,1,1,17,8,6,6
GXT2665,NY,PAS,8571788820,2024-11-14,03:02P,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,067,Brooklyn,TRAFFIC,UNKNOWN,,2024,11,14,3,4,0,115.0,115.0,0.0,1,1,17,8,6,6
HZD7205,NY,PAS,8571788730,2024-11-13,06:16P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,35.0,0.0,0.0,067,Brooklyn,TRAFFIC,HEARING HELD-NOT GUILTY,,2024,11,13,2,4,0,35.0,-35.0,0.0,0,1,17,8,6,5
JMANN69,NY,SRF,5701179229,2024-11-13,02:28P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,11,7,6
LEE7045,NY,PAS,5701179280,2024-11-13,02:32P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,HEARING HELD-GUILTY,,2024,11,13,2,4,0,50.0,50.0,0.0,0,1,17,8,7,3
OL4404K,NJ,PAS,5701179175,2024-11-13,02:22P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,1,16,8,7,6
35910MM,NY,COM,9194106873,2025-03-26,08:26A,NO STANDING-BUS STOP,115.0,0.0,0.0,0.0,115.0,0.0,024,Manhattan,TRAFFIC,UNKNOWN,,2025,3,26,2,1,0,115.0,115.0,0.0,1,2,17,1,6,6
KNX9674,NY,PAS,4782896633,2022-06-09,02:42P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,17.21,0.0,92.21,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-08,2022,6,9,3,2,0,92.21000000000001,92.21,0.0,0,1,17,8,1,6
HUH4140,NY,PAS,4782986816,2022-06-15,11:21A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,17.09,0.02,92.07,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-08,2022,6,15,2,2,0,92.09,92.05,0.0,0,1,17,8,1,6
HUH4140,NY,PAS,4783944647,2022-06-22,12:41P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,16.96,0.02,91.94,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-15,2022,6,22,2,2,0,91.96000000000001,91.92,0.0,0,1,17,8,1,6
LTF2796,NY,PAS,9194107117,2025-03-27,08:17A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,024,Manhattan,TRAFFIC,UNKNOWN,,2025,3,27,3,1,0,65.0,65.0,0.0,1,2,17,8,6,6
AX9234,NY,PSD,4939200875,2025-03-06,12:58P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,2,17,9,1,6
JBR9166,NY,PAS,4939200930,2025-03-06,12:58P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,3
JDR6405,NY,PAS,4939200929,2025-03-06,12:58P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
LPG1270,NY,PAS,4939200838,2025-03-06,12:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
LCD3162,NY,PAS,4939201156,2025-03-06,01:00P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
KNH5102,NY,PAS,8571788807,2024-11-14,02:50P,NO STOPPING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,067,Brooklyn,TRAFFIC,UNKNOWN,,2024,11,14,3,4,0,115.0,115.0,0.0,1,1,17,8,6,6
LFP3274,NY,OMS,8571789241,2024-11-16,12:53P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,067,Brooklyn,TRAFFIC,UNKNOWN,,2024,11,16,5,4,1,35.0,35.0,0.0,0,1,17,5,6,6
LND1386,NY,PAS,8571789009,2024-11-15,08:06P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,072,Brooklyn,TRAFFIC,UNKNOWN,,2024,11,15,4,4,0,35.0,35.0,0.0,0,1,17,8,6,6
414286,NY,PAS,5701179862,2024-11-13,03:07P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,8,7,6
32202LV,NY,OML,5701179655,2024-11-13,02:55P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,HEARING HELD-GUILTY,,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,4,7,3
53579NC,NY,COM,5701179527,2024-11-13,02:46P,NO STANDING-OFF-STREET LOT,150.0,0.0,0.0,0.0,201.25599999999994,0.0,000,Manhattan,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,150.0,201.25599999999994,0.0,1,2,17,1,7,6
T119555C,NY,OMT,9196194765,2025-05-06,01:17P,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,019,Manhattan,TRAFFIC,UNKNOWN,,2025,5,6,1,2,0,65.0,65.0,0.0,1,2,17,6,6,6
2QNC18,MI,PAS,4939201260,2025-03-06,01:01P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,2,13,8,1,6
HYH9832,NY,PAS,4965448868,2025-09-19,06:11P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,0,17,8,1,6
LTY8693,NY,PAS,4941176960,2025-03-22,05:28P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,22,5,1,1,50.0,50.0,0.0,0,0,17,8,1,6
L90SBC,NJ,PAS,4939201168,2025-03-06,01:00P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,75.0,75.0,0.0,0,0,16,8,1,6
87AGJY,FL,PAS,4784069288,2022-06-20,09:49A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,13.89,0.07,88.82,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-15,2022,6,20,0,2,0,88.89,88.75,0.0,0,3,6,8,1,6
KVN2026,NY,PAS,4784398569,2022-06-24,07:48P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,16.81,0.0,91.81,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-15,2022,6,24,4,2,0,91.81,91.81,0.0,0,3,17,8,1,6
HAA3408,NY,PAS,4939778678,2025-03-11,11:39A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
GRB8691,NY,PAS,4939201363,2025-03-06,01:01P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
KEM4402,NY,PAS,4939201247,2025-03-06,01:01P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
KEM4402,NY,PAS,4939201387,2025-03-06,01:01P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
FJP9965,NY,PAS,4939201673,2025-03-06,01:04P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
KEK9815,NY,PAS,4939201510,2025-03-06,01:02P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
K126591,TX,PAS,5701180207,2024-11-13,03:27P,NO STANDING-OFF-STREET LOT,100.0,0.0,0.0,0.0,100.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,100.0,100.0,0.0,1,3,23,8,7,6
GWT8040,NY,PAS,5701180190,2024-11-13,03:27P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,4,17,8,7,6
LJE1289,NY,PAS,5701179874,2024-11-13,03:07P,NO STANDING-OFF-STREET LOT,150.0,0.0,0.0,0.0,150.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,150.0,150.0,0.0,1,5,17,8,7,6
LKJ5254,NY,PAS,9196194868,2025-05-06,02:28P,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,019,Manhattan,TRAFFIC,UNKNOWN,,2025,5,6,1,2,0,65.0,65.0,0.0,1,2,17,8,6,6
KMU7414,NY,PAS,2023553350,2025-04-11,12:46P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,024,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,17,8,0,6
CXD6467,NY,PAS,2023553532,2025-04-15,11:58A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,020,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,2,17,8,0,6
LLV8738,NY,PAS,2023559870,2025-04-15,10:21A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,062,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
HPD4107,NY,PAS,4939201557,2025-03-06,01:03P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
LSH7089,NY,PAS,4939201569,2025-03-06,01:03P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
KFV7129,NY,PAS,4939201697,2025-03-06,01:04P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
S1596498,GA,PAS,2011883817,2023-09-21,UNKNOWN,UNKNOWN,59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,,UNKNOWN,UNKNOWN,UNKNOWN,,2023,9,21,3,3,0,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,7,8,8,6
LVP5827,NY,OMS,5707328180,2025-11-04,04:15P,MTA CAMERA VIOLATION - DOUBLE PARKING,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,UNKNOWN,,2025,11,4,1,4,0,50.0,50.0,0.0,0,1,17,5,7,6
F38WGC,NJ,PAS,5707328191,2025-11-04,04:15P,MTA CAMERA VIOLATION - DOUBLE PARKING,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,TRANSIT AUTHORITY,UNKNOWN,,2025,11,4,1,4,0,50.0,50.0,0.0,0,2,16,8,7,6
P42VZG,NJ,PAS,5707328269,2025-11-04,04:17P,MTA CAMERA VIOLATION - DOUBLE PARKING,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2025,11,4,1,4,0,50.0,50.0,0.0,0,5,16,8,7,6
T140801C,NY,OMT,8571789344,2024-11-18,10:07A,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,061,Brooklyn,TRAFFIC,UNKNOWN,,2024,11,18,0,4,0,115.0,115.0,0.0,1,1,17,6,6,6
JLT5038,NY,PAS,5701179916,2024-11-13,03:10P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
J20RHW,NJ,PAS,5701180049,2024-11-13,03:17P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,16,8,7,6
EJLD05,CO,PAS,8571789769,2024-11-19,06:30P,NO STANDING-BUS STOP,115.0,0.0,0.0,0.0,115.0,0.0,072,Brooklyn,TRAFFIC,UNKNOWN,,2024,11,19,1,4,0,115.0,115.0,0.0,1,1,4,8,6,6
KTT6028,NY,PAS,5701180517,2024-11-13,03:44P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
JLD1360,NY,PAS,5701180384,2024-11-13,03:37P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,4,17,8,7,6
HVU3328,NY,PAS,4965841712,2025-09-23,04:49P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,25.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,23,1,3,0,75.0,25.0,0.0,0,1,17,8,1,6
KKF1193,NY,PAS,4966011000,2025-09-24,02:51P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,8,1,6
KLV6202,NY,PAS,9196194947,2025-05-06,04:38P,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,019,Manhattan,TRAFFIC,UNKNOWN,,2025,5,6,1,2,0,65.0,65.0,0.0,1,2,17,8,6,6
CCS8686,NY,PAS,4939779439,2025-03-11,11:55A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
K80URH,NJ,PAS,4941177411,2025-03-22,05:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,22,5,1,1,50.0,50.0,0.0,0,3,16,8,1,6
C230778,CT,COM,2023569199,2025-04-15,01:15A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,094,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,5,1,0,6
GUU8871,NY,PAS,2023590334,2025-04-15,11:41A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,068,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
KRA1693,NY,PAS,4939202033,2025-03-06,01:06P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,2,17,8,1,6
HLF3673,NY,PAS,4965841839,2025-09-23,04:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,23,1,3,0,75.0,75.0,0.0,0,4,17,8,1,6
JNV3996,NY,PAS,8571433835,2022-07-21,03:44P,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,072,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,,2022,7,21,3,3,0,115.0,115.0,0.0,1,1,17,8,6,3
K113947,TX,PAS,5701180694,2024-11-13,03:57P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,23,8,7,6
KPT3507,NY,PAS,5701180554,2024-11-13,03:46P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
C71UXT,NJ,PAS,5701180700,2024-11-13,03:57P,NO STANDING-OFF-STREET LOT,100.0,0.0,0.0,0.0,100.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,100.0,100.0,0.0,1,5,16,8,7,6
LHB6442,NY,PAS,5701180657,2024-11-13,03:54P,NO STANDING-OFF-STREET LOT,100.0,0.0,0.0,0.0,100.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,100.0,100.0,0.0,1,5,17,8,7,6
LLX1040,NY,PAS,5701180724,2024-11-13,03:58P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
G78UHP,NJ,PAS,5701180591,2024-11-13,03:49P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,16,8,7,6
LBF7984,NY,PAS,4939202318,2025-03-06,01:09P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,2,17,8,1,6
MKD9682,PA,PAS,4965449423,2025-09-19,06:31P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,75.0,75.0,0.0,0,3,19,8,1,6
LHZ4623,NY,PAS,9196196105,2025-04-10,01:39P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,023,Manhattan,TRAFFIC,HEARING HELD-GUILTY,,2025,4,10,3,2,0,35.0,35.0,0.0,0,2,17,8,6,3
HMP6484,NY,PAS,4965449435,2025-09-19,06:31P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,0,17,8,1,6
J76ADA,NJ,PAS,4941177745,2025-03-22,07:10P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,,2025,3,22,5,1,1,50.0,50.0,0.0,0,1,16,8,1,3
USAYYDS,NY,SRF,4941177782,2025-03-22,07:19P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,22,5,1,1,50.0,50.0,0.0,0,4,17,11,1,6
767MML,NY,ORG,4939779816,2025-03-11,12:02P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,7,1,6
KLW3640,NY,PAS,2023596440,2025-04-15,09:13A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,109,Queens,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,3,17,8,0,6
