fine_amount,penalty_amount,interest_amount,payment_amount,amount_due,total_charges,net_paid,unpaid_balance_ratio,issue_year,issue_month,issue_day,issue_dayofweek,issue_quarter,is_weekend,county_encoded,issuing_agency_encoded,violation_status_encoded,license_type_encoded,cluster
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,11,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,10,27,0,4,0,0,0,6,8,2
60.0,0.0,0.0,60.0,0.0,60.0,60.0,0.0,2025,10,18,5,4,1,1,0,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,10,17,4,4,0,1,0,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,0,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,0,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,18,1,4,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,2,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,2,0,6,8,0
65.0,10.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,1,14,1,1,0,3,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,6,0
95.0,60.0,0.0,125.0,0.0,155.0,95.0,0.0,2025,2,27,3,1,0,2,6,6,8,1
65.0,60.0,0.0,125.0,0.0,125.0,125.0,0.0,2025,2,28,4,1,0,2,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,3,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,2,27,3,1,0,2,6,3,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,0,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,4,1,6,8,2
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,0,0,3,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,6,0
65.0,60.0,18.129699999999985,167.3,0.0,143.1297,167.11,0.0,2021,9,16,3,3,0,1,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,9,2,2,0,2,6,6,1,0
65.0,0.0,0.0,30.0,0.0,65.0,-5.0,0.0,2025,4,9,2,2,0,2,6,4,1,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,2,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,4,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
50.0,25.0,1.4,76.34,0.0,76.4,76.28,0.0,2025,1,1,2,1,0,3,1,3,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,5,2,4,2,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,1,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,2,1,6,1,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,2,1,6,8,0
35.0,0.0,0.0,35.0,0.0,35.0,35.0,0.0,2025,1,14,1,1,0,3,6,3,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,12,5,2,1,2,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,0,0,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,3,5,2,1,0,2,6,3,1,1
100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,2025,11,4,1,4,0,2,7,6,6,1
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,2,1,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,2,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,3,7,6,8,2
50.0,0.0,0.0,0.0,0.0,50.0,-50.0,0.0,2024,11,13,2,4,0,5,7,5,6,2
115.0,60.0,2.25,177.25,0.0,177.25,177.25,0.0,2024,2,20,1,1,0,3,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,2,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,3,1,6,8,0
65.0,60.0,18.129699999999985,145.08,0.0,143.1297,145.08,0.0,2023,8,31,3,3,0,0,0,3,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
50.0,25.0,1.92,76.86,0.0,76.92,76.8,0.0,2025,2,7,4,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,2,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,3,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2023,5,4,3,2,0,1,6,1,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,3,6,3,1,0,2,1,6,8,0
65.0,30.0,0.0,95.0,0.0,95.0,95.0,0.0,2025,3,8,5,1,1,2,6,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,3,7,4,1,0,2,6,3,1,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2023,3,27,0,1,0,5,8,6,8,2
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2023,3,27,0,1,0,5,8,6,8,2
65.0,10.0,0.0,65.0,0.0,75.0,55.0,0.0,2025,3,24,0,1,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,11,2
100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,2024,11,13,2,4,0,5,7,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,3,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,3,7,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,0,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,2,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,2,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,2,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,0,1,6,8,2
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,23,1,3,0,2,1,6,8,2
50.0,25.0,1.73,76.6,0.0,76.73,76.47,0.0,2025,2,20,3,1,0,1,1,6,6,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,0,1,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2024,11,14,3,4,0,1,6,6,8,1
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2024,11,14,3,4,0,1,6,6,8,1
35.0,0.0,0.0,0.0,0.0,35.0,-35.0,0.0,2024,11,13,2,4,0,1,6,5,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,11,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,1,7,3,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,1,7,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,3,26,2,1,0,2,6,6,1,1
50.0,25.0,17.21,92.21,0.0,92.21,92.21,0.0,2022,6,9,3,2,0,1,1,6,8,1
50.0,25.0,17.09,92.07,0.0,92.09,92.05,0.0,2022,6,15,2,2,0,1,1,6,8,1
50.0,25.0,16.96,91.94,0.0,91.96,91.92,0.0,2022,6,22,2,2,0,1,1,6,8,1
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,3,27,3,1,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,2,1,6,9,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,3,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2024,11,14,3,4,0,1,6,6,8,1
35.0,0.0,0.0,35.0,0.0,35.0,35.0,0.0,2024,11,16,5,4,1,1,6,6,5,2
35.0,0.0,0.0,35.0,0.0,35.0,35.0,0.0,2024,11,15,4,4,0,1,6,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,3,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,3,4,2
150.0,0.0,0.0,201.25599999999997,0.0,150.0,201.25599999999997,0.0,2024,11,13,2,4,0,2,7,6,1,1
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,5,6,1,2,0,2,6,6,6,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,2,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,0,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,0,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
50.0,25.0,13.89,88.82,0.0,88.89,88.75,0.0,2022,6,20,0,2,0,3,1,6,8,1
50.0,25.0,16.81,91.81,0.0,91.81,91.81,0.0,2022,6,24,4,2,0,3,1,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,2024,11,13,2,4,0,3,7,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,4,7,6,8,2
150.0,0.0,0.0,150.0,0.0,150.0,150.0,0.0,2024,11,13,2,4,0,5,7,6,8,1
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,5,6,1,2,0,2,6,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,2,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,2,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2023,9,21,3,3,0,5,8,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,4,1,4,0,1,7,6,5,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,4,1,4,0,2,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,4,1,4,0,5,7,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2024,11,18,0,4,0,1,6,6,6,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,3,7,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2024,11,19,1,4,0,1,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,4,7,6,8,2
50.0,25.0,0.0,50.0,0.0,75.0,25.0,0.0,2025,9,23,1,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,5,6,1,2,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,1,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,2,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,23,1,3,0,4,1,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2022,7,21,3,3,0,1,6,3,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,3,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,2024,11,13,2,4,0,5,7,6,8,1
100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,2024,11,13,2,4,0,5,7,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,2,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
35.0,0.0,0.0,35.0,0.0,35.0,35.0,0.0,2025,4,10,3,2,0,2,6,3,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,0,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,1,1,3,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,4,1,6,11,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,7,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,3,0,6,8,0
65.0,0.0,0.0,40.0,0.0,65.0,15.0,0.0,2025,4,15,1,2,0,1,0,4,1,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,4,1,6,8,0
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2023,9,21,3,3,0,5,8,6,8,2
95.0,0.0,0.0,95.0,0.0,95.0,95.0,0.0,2025,4,21,0,2,0,5,5,6,8,1
65.0,10.0,0.0,0.0,0.0,75.0,-55.09999999999991,0.0,2025,3,17,0,1,0,2,6,5,1,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
95.0,10.0,0.0,105.0,0.0,105.0,105.0,0.0,2025,3,24,0,1,0,1,5,6,8,1
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,23,1,3,0,3,1,6,8,2
50.0,25.0,1.88,76.86,0.0,76.88,76.84,0.0,2025,2,7,4,1,0,1,1,3,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,2,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,3,1,6,8,0
65.0,0.0,0.0,0.0,0.0,65.0,-55.09999999999991,0.0,2023,5,15,0,2,0,2,6,5,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,10,3,2,0,1,0,6,8,1
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,0,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,1,1,3,8,0
115.0,10.0,0.0,125.0,0.0,125.0,125.0,0.0,2023,11,17,4,4,0,5,5,6,8,1
115.0,30.0,0.0,145.0,0.0,145.0,145.0,0.0,2025,2,22,5,1,1,1,5,6,8,1
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,3,19,2,1,0,2,6,3,8,0
150.0,0.0,0.0,150.0,0.0,150.0,150.0,0.0,2025,11,4,1,4,0,5,7,6,8,1
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,2,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,2,23,6,1,1,1,1,6,8,0
35.0,0.0,0.0,35.0,0.0,35.0,35.0,0.0,2025,4,10,3,2,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,3,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,3,7,3,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,3,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,4,1,4,0,5,7,6,11,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,12,5,2,1,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,1,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,4,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,4,7,6,8,2
100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,2025,1,15,2,1,0,5,7,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,11,4,2,0,0,0,6,8,1
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
95.0,10.0,0.0,0.0,0.1069246435845213,105.0,0.0,0.0010183299389002,2023,7,25,1,3,0,1,5,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,4,1,4,0,1,7,6,8,2
150.0,60.0,3.67,201.25599999999997,0.0,213.67,201.23599999999996,0.0,2024,5,23,3,2,0,0,5,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,2,1,6,8,2
