fine_amount,penalty_amount,interest_amount,payment_amount,amount_due,total_charges,net_paid,unpaid_balance_ratio,issue_year,issue_month,issue_day,issue_dayofweek,issue_quarter,is_weekend,county_encoded,issuing_agency_encoded,violation_status_encoded,license_type_encoded,cluster
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
150.0,0.0,0.0,201.25599999999997,0.0,150.0,201.25599999999997,0.0,2025,11,4,1,4,0,2,7,6,5,1
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,26,5,2,1,2,6,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,2024,11,14,3,4,0,5,7,6,8,1
150.0,0.0,0.0,150.0,0.0,150.0,150.0,0.0,2024,11,14,3,4,0,5,7,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,3,7,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,29,1,2,0,2,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,3,7,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,6,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,19,4,3,0,0,1,6,8,2
115.0,60.0,18.129699999999985,201.25599999999997,0.0,193.1297,201.25599999999997,0.0,2018,12,14,4,4,0,2,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,19,2,4,0,2,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,7,0,2,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,12,29,6,4,1,1,1,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,16,2,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,8,1,2,0,0,0,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,16,2,2,0,2,3,6,8,1
65.0,30.0,0.0,95.0,0.0,95.0,95.0,0.0,2025,3,6,3,1,0,2,3,6,3,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,23,1,3,0,3,1,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2022,8,8,0,3,0,2,6,3,1,1
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2023,5,26,4,2,0,5,8,6,1,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,7,0,2,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,9,2,2,0,0,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,3,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,19,2,4,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,23,1,3,0,4,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,4,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,29,1,2,0,2,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,0,1,6,8,0
65.0,60.0,14.11,139.11,0.0,139.11,139.11,0.0,2023,4,15,5,2,1,1,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,10,3,2,0,1,0,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,3,7,6,8,2
50.0,0.0,0.0,0.0,0.0,50.0,-50.0,0.0,2024,11,14,3,4,0,5,7,5,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,29,1,2,0,2,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,2,1,6,8,0
95.0,10.0,0.0,95.0,0.0,105.0,85.0,0.0,2025,3,26,2,1,0,2,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,18,4,2,0,2,3,6,8,1
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,17,3,2,0,2,3,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,3,7,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,5,1,3,2,0,2,6,6,8,1
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,5,3,5,2,1,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
150.0,0.0,0.0,201.25599999999997,0.0,150.0,201.25599999999997,0.0,2025,1,15,2,1,0,1,7,6,8,1
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,12,5,2,1,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,4,1,4,0,2,7,6,8,2
50.0,25.0,5.48,80.45,0.0,80.48,80.42,0.0,2024,8,27,1,3,0,1,1,6,8,2
100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,2025,11,19,2,4,0,3,1,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,1,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,3,8,2
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,23,1,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
95.0,0.0,0.0,95.0,0.0,95.0,95.0,0.0,2025,3,28,4,1,0,2,6,6,1,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,0,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,6,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,8,1,2,0,0,0,6,8,0
115.0,10.0,0.0,125.0,0.0,125.0,125.0,0.0,2025,3,15,5,1,1,2,3,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,14,0,2,0,2,3,6,8,1
115.0,30.0,0.0,145.0,0.0,145.0,145.0,0.0,2025,3,21,4,1,0,2,6,6,8,1
65.0,30.0,0.0,95.0,0.0,95.0,95.0,0.0,2025,3,21,4,1,0,2,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
60.0,10.0,0.0,70.0,0.0,70.0,70.0,0.0,2025,4,5,5,2,1,0,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,2,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2023,3,29,2,1,0,5,8,6,8,2
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2023,3,29,2,1,0,5,8,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,0,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,0,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,4,1,4,0,1,7,6,8,2
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,23,1,3,0,2,1,6,8,2
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2023,3,29,2,1,0,5,8,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2023,3,30,3,1,0,5,8,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,0,0,3,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,12,5,2,1,0,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,3,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
150.0,0.0,0.0,150.0,0.0,150.0,150.0,0.0,2025,11,4,1,4,0,5,7,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,1,7,3,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,25.0,1.93,76.86,0.0,76.93,76.79,0.0,2025,2,21,4,1,0,3,1,6,8,0
65.0,10.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,4,9,2,2,0,0,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
65.0,60.0,9.65,134.48,0.0,134.65,134.31,0.0,2023,4,15,5,2,1,1,6,6,8,1
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,1,16,3,1,0,3,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,4,1,6,6,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
115.0,10.0,0.0,125.0,0.0,125.0,125.0,0.0,2025,4,12,5,2,1,0,5,6,8,1
65.0,30.0,0.0,95.0,0.0,95.0,95.0,0.0,2025,3,22,5,1,1,2,6,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,3,1,6,8,0
65.0,10.0,0.0,65.0,0.0,75.0,55.0,0.0,2025,4,9,2,2,0,0,6,6,8,0
115.0,10.0,0.0,125.0,0.0,125.0,125.0,0.0,2024,8,20,1,3,0,0,5,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
35.0,0.0,0.0,35.0,0.0,35.0,35.0,0.0,2023,4,27,3,2,0,1,6,1,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,8,1,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,1,0,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,26,5,2,1,0,5,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,2,7,6,8,2
50.0,25.0,0.0,50.0,0.0,75.0,25.0,0.0,2025,9,23,1,3,0,3,1,6,8,2
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,1,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,20,5,3,1,3,1,6,1,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,1,0,6,8,0
115.0,10.0,0.0,125.0,0.0,125.0,125.0,0.0,2023,4,27,3,2,0,1,6,1,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,7,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,4,0
50.0,0.0,0.0,0.0,0.0,50.0,-50.0,0.0,2025,3,6,3,1,0,3,1,5,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,3,23,6,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,4,1,6,8,2
50.0,25.0,2.16,77.12,0.0,77.16,77.08,0.0,2025,1,9,3,1,0,1,1,6,6,0
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2023,3,30,3,1,0,5,8,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,8,0
50.0,25.0,15.34,90.34,0.0,90.34,90.34,0.0,2022,6,30,3,2,0,0,1,6,8,1
50.0,25.0,17.2,92.07,0.0,92.2,91.94,0.0,2022,7,6,2,3,0,3,1,6,8,1
50.0,25.0,15.21,90.21,0.0,90.21,90.21,0.0,2022,7,6,2,3,0,0,1,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
115.0,10.0,0.0,0.0,0.0,125.0,-55.09999999999991,0.0,2023,7,23,6,3,1,1,5,0,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,1,29,2,1,0,3,6,6,2,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
95.0,10.0,0.0,105.0,0.0,105.0,105.0,0.0,2025,4,15,1,2,0,0,5,6,6,1
115.0,60.0,8.62,183.61,0.0,183.62,183.6,0.0,2024,9,27,4,3,0,2,2,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,1,7,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,10,21,1,4,0,2,0,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,20,5,3,1,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,1,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,10,6,0,4,0,3,0,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,12,5,2,1,0,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,16,2,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
35.0,0.0,0.0,35.0,0.0,35.0,35.0,0.0,2025,2,4,1,1,0,3,6,6,8,0
50.0,0.0,0.0,0.0,0.0,50.0,-50.0,0.0,2024,11,15,4,4,0,2,7,5,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,2,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,1,1,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,27,6,2,1,0,5,6,1,1
100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,2025,11,19,2,4,0,3,1,6,8,1
115.0,60.0,5.0,179.99,0.0,180.0,179.98000000000002,0.0,2024,9,24,1,3,0,5,2,6,8,1
95.0,10.0,0.0,105.0,0.0,105.0,105.0,0.0,2025,5,14,2,2,0,1,5,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,5,2
35.0,0.0,0.0,35.0,0.0,35.0,35.0,0.0,2025,4,15,1,2,0,0,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,1,15,2,1,0,1,7,6,6,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,0,1,6,8,0
65.0,60.0,18.129699999999985,166.87,0.0,143.1297,166.86,0.0,2022,3,23,2,1,0,1,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
115.0,10.0,0.0,125.0,0.0,125.0,125.0,0.0,2024,10,10,3,4,0,2,2,6,8,1
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,2,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,15,4,4,0,2,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,15,4,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,15,4,4,0,5,7,6,6,2
115.0,60.0,3.64,178.36,0.0,178.64,178.08,0.0,2024,11,15,4,4,0,2,2,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,6,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,0,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,4,1,6,8,0
150.0,0.0,0.0,165.0,0.0,150.0,165.0,0.0,2025,5,2,4,2,0,1,5,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,2,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,15,4,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,15,4,4,0,5,7,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,11,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,2,4,1,1,0,3,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
95.0,10.0,0.0,0.0,0.0,105.0,-55.09999999999991,0.0,2023,10,30,0,4,0,2,5,0,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,3,14,4,1,0,1,5,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,20,5,3,1,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,15,4,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,15,4,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,0,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,2,1,6,8,0
