fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,issue_year,issue_month,issue_day,issue_dayofweek,issue_quarter,is_weekend,total_charges,net_paid,unpaid_balance_ratio,high_fine_flag,county_encoded,state_encoded,license_type_encoded,issuing_agency_encoded,violation_status_encoded
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,10,3,2,0,65.0,65.0,0.0,1,0,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,16,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,2,27,3,1,0,65.0,65.0,0.0,1,2,17,1,6,3
115.0,0.0,0.0,0.0,115.0,0.0,2025,4,3,3,2,0,115.0,115.0,0.0,1,1,24,8,5,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,4,17,8,7,6
50.0,25.0,0.0,25.0,50.0,0.0,2025,3,22,5,1,1,75.0,25.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
115.0,60.0,0.91,0.3,175.61,0.0,2025,5,17,5,2,1,175.91,175.31,0.0,1,3,17,8,5,6
115.0,60.0,18.129699999999982,0.22,201.19,0.0,2023,8,31,3,3,0,193.12969999999999,200.97,0.0,1,5,17,8,5,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,1,9,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,1,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,17,8,0,6
35.0,0.0,0.0,0.0,35.0,0.0,2023,4,26,2,2,0,35.0,35.0,0.0,0,1,17,1,6,1
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,12,29,6,4,1,50.0,50.0,0.0,0,1,17,7,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,1,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,1,17,8,1,6
115.0,60.0,18.129699999999982,0.0,201.25599999999994,0.0,2019,12,14,5,4,1,193.12969999999999,201.25599999999994,0.0,1,2,17,8,6,3
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,3
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,11,7,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,10,27,0,4,0,65.0,65.0,0.0,1,0,10,8,0,6
60.0,0.0,0.0,0.0,60.0,0.0,2025,10,18,5,4,1,60.0,60.0,0.0,1,1,2,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,10,17,4,4,0,65.0,65.0,0.0,1,1,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,11,18,1,4,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,10,3,2,0,65.0,65.0,0.0,1,2,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,19,8,0,6
65.0,10.0,0.0,0.0,75.0,0.0,2025,1,14,1,1,0,75.0,75.0,0.0,1,3,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,6,1,6
95.0,60.0,0.0,30.0,125.0,0.0,2025,2,27,3,1,0,155.0,95.0,0.0,1,2,17,8,6,6
65.0,60.0,0.0,0.0,125.0,0.0,2025,2,28,4,1,0,125.0,125.0,0.0,1,2,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,18,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,3
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
115.0,0.0,0.0,0.0,115.0,0.0,2025,2,27,3,1,0,115.0,115.0,0.0,1,2,16,8,6,3
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,4,17,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,2,23,6,1,1,75.0,75.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,10,3,2,0,65.0,65.0,0.0,1,0,23,8,0,3
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,17,6,0,6
65.0,60.0,18.129699999999982,0.19,167.3,0.0,2021,9,16,3,3,0,143.12969999999999,167.11,0.0,1,1,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,9,2,2,0,65.0,65.0,0.0,1,2,17,1,6,6
65.0,0.0,0.0,35.0,30.0,0.0,2025,4,9,2,2,0,65.0,-5.0,0.0,1,2,17,1,6,4
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,2,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,25.0,1.4,0.06,76.34,0.0,2025,1,1,2,1,0,76.4,76.28,0.0,0,3,17,8,1,3
65.0,0.0,0.0,0.0,65.0,0.0,2025,5,2,4,2,0,65.0,65.0,0.0,1,2,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,1,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,2,17,1,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,2,17,8,1,6
35.0,0.0,0.0,0.0,35.0,0.0,2025,1,14,1,1,0,35.0,35.0,0.0,0,3,17,8,6,3
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,12,5,2,1,65.0,65.0,0.0,1,2,16,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,10,3,2,0,65.0,65.0,0.0,1,0,17,8,0,6
115.0,0.0,0.0,0.0,115.0,0.0,2025,3,5,2,1,0,115.0,115.0,0.0,1,2,17,1,6,3
100.0,0.0,0.0,0.0,100.0,0.0,2025,11,4,1,4,0,100.0,100.0,0.0,1,2,17,6,7,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,2,23,6,1,1,75.0,75.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,2,17,6,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,2,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,8,7,6
50.0,0.0,0.0,50.0,0.0,0.0,2024,11,13,2,4,0,50.0,-50.0,0.0,0,5,17,6,7,5
115.0,60.0,2.25,0.0,177.25,0.0,2024,2,20,1,1,0,177.25,177.25,0.0,1,3,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,1,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,2,19,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,2,23,6,1,1,75.0,75.0,0.0,0,3,17,8,1,6
65.0,60.0,18.129699999999982,0.0,145.08,0.0,2023,8,31,3,3,0,143.12969999999999,145.08,0.0,1,0,6,8,0,3
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,5,8,1,6
50.0,25.0,1.92,0.06,76.86,0.0,2025,2,7,4,1,0,76.92,76.8,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,2,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,1,17,8,1,3
65.0,0.0,0.0,0.0,65.0,0.0,2023,5,4,3,2,0,65.0,65.0,0.0,1,1,17,8,6,1
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,17,8,0,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,3,6,3,1,0,75.0,75.0,0.0,0,2,16,8,1,6
65.0,30.0,0.0,0.0,95.0,0.0,2025,3,8,5,1,1,95.0,95.0,0.0,1,2,17,8,6,6
115.0,0.0,0.0,0.0,115.0,0.0,2025,3,7,4,1,0,115.0,115.0,0.0,1,2,17,1,6,3
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,3,8,1,6
59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,2023,3,27,0,1,0,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,7,8,8,6
59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,2023,3,27,0,1,0,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,16,8,8,6
65.0,10.0,0.0,10.0,65.0,0.0,2025,3,24,0,1,0,75.0,55.0,0.0,1,2,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,11,7,6
100.0,0.0,0.0,0.0,100.0,0.0,2024,11,13,2,4,0,100.0,100.0,0.0,1,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,6,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,19,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,0,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,10,3,2,0,65.0,65.0,0.0,1,2,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,9,23,1,3,0,75.0,75.0,0.0,0,2,16,8,1,6
50.0,25.0,1.73,0.13,76.6,0.0,2025,2,20,3,1,0,76.73,76.47,0.0,0,1,17,6,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,0,17,8,1,6
115.0,0.0,0.0,0.0,115.0,0.0,2024,11,14,3,4,0,115.0,115.0,0.0,1,1,17,8,6,6
115.0,0.0,0.0,0.0,115.0,0.0,2024,11,14,3,4,0,115.0,115.0,0.0,1,1,17,8,6,6
35.0,0.0,0.0,35.0,0.0,0.0,2024,11,13,2,4,0,35.0,-35.0,0.0,0,1,17,8,6,5
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,11,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,1,17,8,7,3
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,1,16,8,7,6
115.0,0.0,0.0,0.0,115.0,0.0,2025,3,26,2,1,0,115.0,115.0,0.0,1,2,17,1,6,6
50.0,25.0,17.21,0.0,92.21,0.0,2022,6,9,3,2,0,92.21000000000001,92.21,0.0,0,1,17,8,1,6
50.0,25.0,17.09,0.02,92.07,0.0,2022,6,15,2,2,0,92.09,92.05,0.0,0,1,17,8,1,6
50.0,25.0,16.96,0.02,91.94,0.0,2022,6,22,2,2,0,91.96000000000001,91.92,0.0,0,1,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,3,27,3,1,0,65.0,65.0,0.0,1,2,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,2,17,9,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,3
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
115.0,0.0,0.0,0.0,115.0,0.0,2024,11,14,3,4,0,115.0,115.0,0.0,1,1,17,8,6,6
35.0,0.0,0.0,0.0,35.0,0.0,2024,11,16,5,4,1,35.0,35.0,0.0,0,1,17,5,6,6
35.0,0.0,0.0,0.0,35.0,0.0,2024,11,15,4,4,0,35.0,35.0,0.0,0,1,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,4,7,3
150.0,0.0,0.0,0.0,201.25599999999994,0.0,2024,11,13,2,4,0,150.0,201.25599999999994,0.0,1,2,17,1,7,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,5,6,1,2,0,65.0,65.0,0.0,1,2,17,6,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,2,13,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,0,17,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,3,6,3,1,0,75.0,75.0,0.0,0,0,16,8,1,6
50.0,25.0,13.89,0.07,88.82,0.0,2022,6,20,0,2,0,88.89,88.75,0.0,0,3,6,8,1,6
50.0,25.0,16.81,0.0,91.81,0.0,2022,6,24,4,2,0,91.81,91.81,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
100.0,0.0,0.0,0.0,100.0,0.0,2024,11,13,2,4,0,100.0,100.0,0.0,1,3,23,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,4,17,8,7,6
150.0,0.0,0.0,0.0,150.0,0.0,2024,11,13,2,4,0,150.0,150.0,0.0,1,5,17,8,7,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,5,6,1,2,0,65.0,65.0,0.0,1,2,17,8,6,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,2,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,2023,9,21,3,3,0,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,7,8,8,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,11,4,1,4,0,50.0,50.0,0.0,0,1,17,5,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,11,4,1,4,0,50.0,50.0,0.0,0,2,16,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,11,4,1,4,0,50.0,50.0,0.0,0,5,16,8,7,6
115.0,0.0,0.0,0.0,115.0,0.0,2024,11,18,0,4,0,115.0,115.0,0.0,1,1,17,6,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,16,8,7,6
115.0,0.0,0.0,0.0,115.0,0.0,2024,11,19,1,4,0,115.0,115.0,0.0,1,1,4,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,4,17,8,7,6
50.0,25.0,0.0,25.0,50.0,0.0,2025,9,23,1,3,0,75.0,25.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,5,6,1,2,0,65.0,65.0,0.0,1,2,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,3,16,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,5,1,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,2,17,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,9,23,1,3,0,75.0,75.0,0.0,0,4,17,8,1,6
115.0,0.0,0.0,0.0,115.0,0.0,2022,7,21,3,3,0,115.0,115.0,0.0,1,1,17,8,6,3
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,23,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
100.0,0.0,0.0,0.0,100.0,0.0,2024,11,13,2,4,0,100.0,100.0,0.0,1,5,16,8,7,6
100.0,0.0,0.0,0.0,100.0,0.0,2024,11,13,2,4,0,100.0,100.0,0.0,1,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,16,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,2,17,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,9,19,4,3,0,75.0,75.0,0.0,0,3,19,8,1,6
35.0,0.0,0.0,0.0,35.0,0.0,2025,4,10,3,2,0,35.0,35.0,0.0,0,2,17,8,6,3
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,1,16,8,1,3
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,4,17,11,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,7,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,3,17,8,0,6
65.0,0.0,0.0,25.0,40.0,0.0,2025,4,15,1,2,0,65.0,15.0,0.0,1,1,17,1,0,4
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,4,17,8,1,6
59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,2023,9,21,3,3,0,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,7,8,8,6
95.0,0.0,0.0,0.0,95.0,0.0,2025,4,21,0,2,0,95.0,95.0,0.0,1,5,24,8,5,6
